OrderID,UserID,OrderDate,TotalAmount
ORD000001,USR00001,2022-01-14,219.43
ORD000004,USR00001,2022-02-27,442.47
ORD000005,USR00001,2022-06-09,603.53
ORD000006,USR00001,2022-09-22,173.58
ORD000011,USR00002,2022-08-02,870.32
ORD000012,USR00002,2022-05-12,1406.9
ORD000024,USR00006,2022-09-06,1667.43
ORD000026,USR00006,2022-08-30,36.98
ORD000030,USR00007,2022-12-14,987.45
ORD000041,USR00008,2022-10-03,116.0
ORD000044,USR00008,2022-01-26,690.84
ORD000045,USR00009,2022-08-28,1338.92
ORD000051,USR00009,2022-02-26,1018.47
ORD000055,USR00010,2022-08-13,1391.36
ORD000056,USR00010,2022-09-04,836.43
ORD000061,USR00012,2022-11-12,195.99
ORD000063,USR00012,2022-01-26,2082.88
ORD000067,USR00013,2022-01-27,847.51
ORD000069,USR00013,2022-05-08,88.0
ORD000070,USR00013,2022-12-28,293.94
ORD000074,USR00014,2022-01-22,2077.95
ORD000079,USR00016,2022-08-27,1281.54
ORD000082,USR00016,2022-02-14,1732.49
ORD000085,USR00016,2022-11-05,868.23
ORD000088,USR00017,2022-04-24,2361.83
ORD000091,USR00018,2022-06-28,464.93
ORD000101,USR00019,2022-03-23,1649.08
ORD000104,USR00019,2022-02-09,53.95
ORD000107,USR00020,2022-09-28,668.36
ORD000108,USR00020,2022-02-12,1210.29
ORD000109,USR00020,2022-09-26,1035.98
ORD000111,USR00020,2022-02-26,1879.1
ORD000114,USR00020,2022-03-19,2970.21
ORD000115,USR00021,2022-01-14,2514.24
ORD000116,USR00021,2022-10-31,2266.29
ORD000118,USR00021,2022-04-26,1430.84
ORD000120,USR00021,2022-05-02,973.69
ORD000121,USR00021,2022-07-11,2903.35
ORD000124,USR00023,2022-05-26,1785.61
ORD000130,USR00023,2022-11-21,1060.28
ORD000136,USR00024,2022-10-03,1020.0
ORD000142,USR00025,2022-10-20,1510.29
ORD000143,USR00026,2022-10-28,794.95
ORD000152,USR00029,2022-12-26,294.95
ORD000153,USR00030,2022-09-19,1070.36
ORD000157,USR00030,2022-05-29,596.97
ORD000159,USR00030,2022-03-01,617.96
ORD000163,USR00031,2022-08-10,1642.95
ORD000172,USR00032,2022-08-09,2492.8
ORD000173,USR00032,2022-11-21,1888.16
ORD000178,USR00034,2022-11-18,1547.63
ORD000179,USR00034,2022-06-10,892.74
ORD000181,USR00035,2022-07-05,571.93
ORD000187,USR00036,2022-09-01,2290.36
ORD000193,USR00038,2022-06-15,1631.74
ORD000194,USR00038,2022-09-08,638.47
ORD000199,USR00038,2022-08-24,681.09
ORD000214,USR00041,2022-06-09,1232.81
ORD000219,USR00041,2022-07-13,2157.43
ORD000223,USR00042,2022-06-14,2354.79
ORD000225,USR00042,2022-10-13,732.45
ORD000226,USR00043,2022-05-05,800.34
ORD000231,USR00043,2022-08-06,1427.38
ORD000241,USR00045,2022-06-30,913.95
ORD000244,USR00045,2022-08-19,207.0
ORD000247,USR00046,2022-05-18,1440.36
ORD000249,USR00046,2022-06-08,194.0
ORD000250,USR00046,2022-03-26,739.16
ORD000251,USR00047,2022-03-29,338.97
ORD000253,USR00047,2022-01-27,623.42
ORD000259,USR00048,2022-11-20,1686.96
ORD000262,USR00049,2022-09-03,2499.37
ORD000264,USR00050,2022-08-20,1862.88
ORD000267,USR00050,2022-01-05,2667.77
ORD000270,USR00050,2022-03-11,139.98
ORD000274,USR00051,2022-05-18,93.0
ORD000275,USR00051,2022-07-14,283.58
ORD000276,USR00051,2022-01-19,1535.34
ORD000279,USR00052,2022-09-20,1477.19
ORD000282,USR00052,2022-01-21,2052.85
ORD000286,USR00053,2022-12-15,1403.92
ORD000288,USR00053,2022-12-19,607.25
ORD000294,USR00055,2022-03-05,1403.1
ORD000302,USR00056,2022-02-10,871.63
ORD000305,USR00056,2022-02-22,1833.96
ORD000307,USR00056,2022-11-09,155.22
ORD000310,USR00057,2022-12-10,1159.92
ORD000312,USR00057,2022-09-23,1103.09
ORD000314,USR00057,2022-06-22,1293.53
ORD000322,USR00058,2022-09-30,999.98
ORD000325,USR00059,2022-06-15,1131.8
ORD000328,USR00059,2022-09-22,1119.84
ORD000330,USR00059,2022-02-14,1142.35
ORD000333,USR00059,2022-07-03,1255.69
ORD000339,USR00061,2022-03-26,538.98
ORD000342,USR00061,2022-12-31,1429.33
ORD000349,USR00062,2022-03-31,1398.1
ORD000351,USR00062,2022-08-29,1498.68
ORD000352,USR00062,2022-07-12,367.58
ORD000357,USR00063,2022-06-02,605.56
ORD000369,USR00065,2022-01-17,1343.85
ORD000375,USR00065,2022-11-26,2138.11
ORD000377,USR00066,2022-05-04,653.53
ORD000382,USR00067,2022-11-30,1795.96
ORD000385,USR00067,2022-05-30,2271.47
ORD000386,USR00068,2022-03-07,1571.43
ORD000388,USR00068,2022-07-12,1623.95
ORD000401,USR00071,2022-08-26,2145.52
ORD000405,USR00072,2022-12-19,1176.18
ORD000407,USR00072,2022-11-17,2233.88
ORD000414,USR00073,2022-07-06,895.0
ORD000416,USR00073,2022-02-11,813.34
ORD000419,USR00075,2022-07-20,1554.86
ORD000420,USR00075,2022-02-22,1031.58
ORD000422,USR00076,2022-06-19,1061.92
ORD000423,USR00076,2022-08-24,1559.92
ORD000424,USR00076,2022-02-16,1461.63
ORD000425,USR00076,2022-02-10,1800.9
ORD000427,USR00077,2022-10-02,112.99
ORD000428,USR00077,2022-06-29,595.96
ORD000431,USR00077,2022-06-04,625.95
ORD000435,USR00077,2022-06-18,1415.0
ORD000440,USR00078,2022-12-26,500.0
ORD000441,USR00078,2022-05-27,114.53
ORD000445,USR00079,2022-05-17,1595.17
ORD000446,USR00079,2022-09-19,1016.95
ORD000447,USR00079,2022-05-16,753.95
ORD000449,USR00080,2022-01-23,412.45
ORD000452,USR00081,2022-05-17,230.94
ORD000453,USR00081,2022-10-13,585.77
ORD000460,USR00082,2022-12-20,1929.94
ORD000463,USR00083,2022-09-19,624.0
ORD000464,USR00083,2022-03-13,97.58
ORD000467,USR00083,2022-03-20,44.79
ORD000468,USR00084,2022-01-07,269.98
ORD000469,USR00084,2022-10-10,1158.3
ORD000471,USR00084,2022-10-14,1755.41
ORD000472,USR00084,2022-08-11,2430.77
ORD000477,USR00085,2022-05-23,533.37
ORD000479,USR00086,2022-10-08,1493.12
ORD000497,USR00088,2022-07-09,1709.37
ORD000499,USR00088,2022-03-11,1504.45
ORD000502,USR00088,2022-12-21,1411.74
ORD000503,USR00088,2022-06-13,1345.75
ORD000507,USR00089,2022-11-27,2127.32
ORD000511,USR00090,2022-04-28,781.34
ORD000512,USR00090,2022-11-26,536.11
ORD000513,USR00090,2022-09-19,984.14
ORD000528,USR00093,2022-03-08,1551.52
ORD000537,USR00094,2022-01-03,1999.65
ORD000540,USR00094,2022-09-14,2012.27
ORD000544,USR00095,2022-06-08,1493.91
ORD000545,USR00095,2022-10-29,1632.42
ORD000547,USR00096,2022-11-03,314.0
ORD000549,USR00097,2022-09-25,1388.86
ORD000550,USR00097,2022-12-07,1469.92
ORD000560,USR00098,2022-01-28,1214.42
ORD000567,USR00099,2022-07-29,1147.45
ORD000569,USR00099,2022-04-08,895.95
ORD000570,USR00099,2022-05-01,1699.43
ORD000571,USR00099,2022-08-26,337.47
ORD000576,USR00100,2022-04-29,136.98
ORD000581,USR00100,2022-02-05,1668.37
ORD000590,USR00101,2022-11-13,854.95
ORD000593,USR00101,2022-10-28,1331.41
ORD000598,USR00102,2022-08-04,1609.35
ORD000599,USR00102,2022-04-20,1613.76
ORD000601,USR00103,2022-11-07,213.48
ORD000604,USR00103,2022-02-08,40.99
ORD000608,USR00103,2022-02-13,58.99
ORD000610,USR00104,2022-12-25,2992.74
ORD000614,USR00104,2022-03-15,486.35
ORD000615,USR00104,2022-02-26,608.53
ORD000617,USR00104,2022-05-18,1146.98
ORD000620,USR00106,2022-09-14,429.03
ORD000624,USR00107,2022-02-13,351.96
ORD000628,USR00107,2022-07-24,467.14
ORD000629,USR00107,2022-09-12,1665.94
ORD000635,USR00108,2022-02-28,1227.37
ORD000636,USR00109,2022-10-22,1533.98
ORD000638,USR00109,2022-10-18,1378.35
ORD000642,USR00110,2022-08-04,1687.02
ORD000645,USR00110,2022-04-03,1387.31
ORD000651,USR00111,2022-03-13,1448.45
ORD000654,USR00111,2022-11-18,1232.39
ORD000658,USR00112,2022-03-26,185.99
ORD000661,USR00112,2022-07-20,826.88
ORD000663,USR00112,2022-09-16,1942.88
ORD000669,USR00114,2022-06-12,568.63
ORD000675,USR00116,2022-10-24,1100.7
ORD000679,USR00117,2022-04-25,1702.82
ORD000686,USR00117,2022-09-25,1209.11
ORD000693,USR00118,2022-05-21,1714.43
ORD000694,USR00118,2022-01-19,343.98
ORD000696,USR00118,2022-08-26,1079.31
ORD000698,USR00119,2022-06-12,158.99
ORD000702,USR00119,2022-10-31,71.79
ORD000704,USR00120,2022-12-09,105.49
ORD000707,USR00120,2022-07-18,322.05
ORD000709,USR00120,2022-09-16,1166.93
ORD000713,USR00120,2022-08-30,2173.32
ORD000714,USR00121,2022-10-12,2367.0
ORD000715,USR00121,2022-06-02,841.47
ORD000717,USR00121,2022-09-10,1590.53
ORD000721,USR00122,2022-03-26,876.92
ORD000727,USR00123,2022-04-27,1432.57
ORD000732,USR00124,2022-02-23,118.98
ORD000743,USR00127,2022-07-10,1007.41
ORD000749,USR00129,2022-09-07,218.97
ORD000750,USR00130,2022-10-22,1459.1
ORD000751,USR00130,2022-08-24,835.52
ORD000753,USR00131,2022-07-05,775.58
ORD000754,USR00131,2022-01-04,1774.09
ORD000755,USR00131,2022-11-06,1738.35
ORD000757,USR00131,2022-03-05,367.98
ORD000758,USR00131,2022-11-19,1388.94
ORD000762,USR00131,2022-09-01,1895.9
ORD000766,USR00132,2022-05-20,1459.16
ORD000776,USR00134,2022-08-31,1608.29
ORD000780,USR00136,2022-09-12,130.47
ORD000784,USR00136,2022-02-02,912.39
ORD000788,USR00137,2022-08-30,125.99
ORD000789,USR00137,2022-07-01,741.94
ORD000791,USR00137,2022-11-29,2088.85
ORD000793,USR00138,2022-01-19,721.39
ORD000795,USR00138,2022-12-05,482.9
ORD000797,USR00138,2022-01-04,2053.83
ORD000801,USR00139,2022-02-22,1898.44
ORD000812,USR00141,2022-11-22,778.05
ORD000819,USR00141,2022-01-17,281.94
ORD000820,USR00142,2022-05-02,2093.51
ORD000830,USR00143,2022-03-21,719.97
ORD000833,USR00143,2022-06-20,524.94
ORD000834,USR00143,2022-12-17,2941.93
ORD000836,USR00143,2022-12-31,1347.94
ORD000839,USR00145,2022-05-12,1977.69
ORD000840,USR00145,2022-09-30,1454.39
ORD000845,USR00145,2022-01-07,906.49
ORD000854,USR00147,2022-01-19,2478.64
ORD000858,USR00147,2022-08-24,352.93
ORD000860,USR00148,2022-04-30,1114.74
ORD000862,USR00148,2022-12-17,1732.84
ORD000863,USR00148,2022-11-13,279.96
ORD000864,USR00148,2022-03-27,1683.82
ORD000874,USR00149,2022-09-30,1333.0
ORD000882,USR00150,2022-03-08,1347.31
ORD000887,USR00151,2022-06-01,1214.4
ORD000888,USR00151,2022-10-29,229.96
ORD000894,USR00152,2022-10-16,979.1
ORD000895,USR00152,2022-02-05,632.76
ORD000904,USR00153,2022-01-13,776.57
ORD000908,USR00153,2022-03-31,476.77
ORD000912,USR00154,2022-06-03,778.9
ORD000915,USR00154,2022-11-22,539.97
ORD000921,USR00156,2022-01-01,771.42
ORD000922,USR00156,2022-06-02,1623.88
ORD000924,USR00156,2022-10-08,2056.73
ORD000934,USR00157,2022-03-20,2010.93
ORD000935,USR00158,2022-09-08,612.92
ORD000947,USR00159,2022-06-30,772.47
ORD000952,USR00161,2022-04-21,2267.92
ORD000953,USR00161,2022-05-25,87.06
ORD000959,USR00162,2022-12-30,1630.78
ORD000961,USR00164,2022-05-24,1870.9
ORD000962,USR00164,2022-03-07,1181.94
ORD000963,USR00164,2022-02-14,586.42
ORD000964,USR00164,2022-02-22,259.44
ORD000971,USR00165,2022-07-16,1138.98
ORD000973,USR00166,2022-07-08,1336.9
ORD000977,USR00166,2022-03-22,1463.27
ORD000979,USR00166,2022-08-14,1581.98
ORD000985,USR00167,2022-08-18,203.96
ORD000993,USR00169,2022-09-26,647.37
ORD000994,USR00169,2022-09-21,2340.3
ORD001003,USR00170,2022-11-21,878.0
ORD001004,USR00170,2022-08-26,284.0
ORD001008,USR00171,2022-06-05,813.95
ORD001010,USR00171,2022-08-18,375.16
ORD001012,USR00172,2022-08-14,280.99
ORD001013,USR00173,2022-06-27,215.16
ORD001017,USR00173,2022-06-30,1127.78
ORD001020,USR00175,2022-04-08,1792.88
ORD001021,USR00175,2022-11-29,186.0
ORD001022,USR00175,2022-11-10,1283.88
ORD001027,USR00176,2022-11-07,1324.3
ORD001030,USR00177,2022-12-13,2055.81
ORD001032,USR00177,2022-09-11,659.94
ORD001033,USR00177,2022-12-05,89.49
ORD001034,USR00178,2022-12-19,1273.86
ORD001037,USR00179,2022-12-26,1300.6
